titulo;url;regiao;descricao
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18566636/?origem_apply=busca-de-vagas&entrada_apply=direto;Fortaleza - CE (1);Linguagens de programação, Python. Machine Learning e Processamento de Linguagem Natural, Banco de dados SQL/NoSQL. Afinidade com matemática e ter capacidade analítica. Conhecimento em modelagem de dados e nas etapas do ciclo de vida de um projeto de analytics. Experiência em projetos de Data Science e Machine Learning, sejam acadêmicos ou no mercado. Pós graduação (especialização, mestrado ou doutorado) completa ou em andamento na área. Conhecimento em plataformas de Big Data. Conhecimento em modelagem de dados. Biblioteca NLTK, OpenNLP e/ou Spacy.  Idioma:  Inglês - Intermediário
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18567720/?origem_apply=busca-de-vagas&entrada_apply=direto;Fortaleza - CE (1);Você será responsável por: Extração de base de dados Construção de modelos de classificação Análise preditivas e sugestões de dados inteligentes Desenvolvimento de processos e fluxos de geração de informações Modelagem atuarial e estatística Modelagem de Machine Learning e estatística para construir soluções para o negócio. Ensino Superior em andamento ou Completo em Ciências Atuariais ou Estatística Conhecimento em Alteryx, Data mining e Machine Learning Conhecimento em SQL Server, Python e Excel Avançado.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18554241/?origem_apply=busca-de-vagas&entrada_apply=direto;Curitiba - PR (1);Criação e teste de hipóteses, simulação de cenários e outros pontos para separar dados relevantes no emaranhado de fontes com os quais trabalha. Capacidade de aprendizado rápido. Grande facilidade de comunicação. Raciocínio lógico e numérico aguçado. Conhecimento de programação tais como Python, Java etc. Conhecimento de negócios, apoiar as estratégias de negócios, produzir ideias disruptivas e alavancar a lucratividade das empresas é essencial.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18539556/?origem_apply=busca-de-vagas&entrada_apply=direto;Brasilia - DF (1);Propor soluções técnicas para resolução de problemas complexos, fundamentado no estudo de dados. Reunir, analisar, comunicar, correlacionar, interpretar e transformar dados Aplicação de técnicas estatísticas e matemáticas como: Pareto, Histograma, Estudos de Amostras, Análise de padrões, Regressão linear e Logística, Anova, Frequência Absoluta e Relativa, Limites de Controle, distribuições e dispersões entre outras técnicas serão de relevantes.  Apoiar a implementação de novos projetos e produtos, auxiliar no estudo e desenvolvimento de Análises de Viabilidade técnica e de Custos. Atuar como responsável no mapeamento e identificação de disfunções em processos de produção, além de avaliar oportunidades de melhoria. Ensino Superior completo em Ciências da Computação, Engenharia, Engenharia de Dados, Estatística, Física ou Matemática. Pós-graduação Completa ou Cursando em: Big Data, Ciência de dados, Estatística aplicada a Saúde, Processos ou Produção. Proficiência em: Álgebra Linear, Matemática e Estatística aplicada.  Conhecimento no Pacote Office avançado .  Sólidos conhecimentos em: Data Mining, ETL e Estatística Aplicada em Saúde. Desejáveis Conhecimentos em: Banco de Dados, Big Data, Business Analitycs, Business Intelligence, fundamentos de linguagem de programação e construção de algoritmos, Data Lake, Data Warehouse, Deep Learning, Hadoop, Machine Learning, MapReduce e Spark, programação e análises de Dados (R,, Phyton e SQL). Experiência com ferramentas de análise e modelagem dados (Matlab, Minitab, e etc).  Idioma:  Inglês - Intermediário
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18538892/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Extração, tratamento e análise de dados. Acompanhamento de modelos em produção. Desenvolvimento e acompanhamento de BI de performance dos modelos. Desenvolvimento utilizando modelos técnicas estatísticas ou de Machine learning. Acompanhamento de rotinas. Identificação, recomendação e implementação de melhorias relacionadas aos processos que envolvem modelos. Conhecimento em Power BI. Conhecimento em SQL.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18538900/?origem_apply=busca-de-vagas&entrada_apply=direto;Londrina - PR (1);Extração, tratamento e análise de dados. Acompanhamento de modelos em produção. Desenvolvimento e acompanhamento de BI de performance dos modelos. Desenvolvimento utilizando modelos técnicas estatísticas ou de Machine learning. Acompanhamento de rotinas. Identificação, recomendação e implementação de melhorias relacionadas aos processos que envolvem modelos. Conhecimento em Power BI. Conhecimento em SQL.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18512763/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Responsável pelo desenvolvimento de soluções orientadas a dados baseadas em técnicas de aprendizado de máquina (Machine Learning) para prover aos produtos e serviços dos clientes, equipes de vendas, marketing e lideranças da empresa ideias para melhorar as decisões tomadas nos processos de negócio. Desenvolver modelos de dados e algoritmos personalizados para utilização pelos agrupamentos de dados, documentar as especificações que claramente expressam os requerimentos pela criação de casos de uso, e documentações com especificações técnicas e funcionais Coordenar com diferentes equipes funcionais a implementação de modelos e o monitoramento dos resultados Desenvolver processos e ferramentas para monitorar e analisar o desempenho dos modelos e a precisão dos dados. Precisa ser responsável e comprometido com prazos e entregas dos projetos, tendo senso de urgência e que esteja aberto a desafios, sabendo lidar com contratempos. Requisitos : * Familiaridade com Ambiente Unix * Experiência com Python, Scala, R ou Java * Processamento de dados distribuídos (Spark ou Hadoop) * AWS com S3, EC2, EMR, Redshift, DynamoDB, Kinesis * Conhecimentos analíticos, estatísticos e de linguagens de programação * Ser ágil e adaptável * Estar disposto(a) a compartilhar seu Ponto de Vista (POV) e estar disposto(a) a entender o POV dos outros * Estar aberto(a) a novos desafios * Disponibilidade para viagens, pois irá atuar com o time técnico de São Francisco e Singapura e eventualmente será necessário viajar para outras unidades * Inglês avançado/fluente, diferencial para espanhol * Curso superior na área de tecnologia/ exatas (Física, Astronomia, Química, Matemática e etc.). Desejável : * Experiência na área. * Ter trabalhado em startup * Ter experiência com integrações de 3º setor (de preferência TELCO). Fintech americana, onde a mescla cultural e racial vem agregando um papel como protagonista em nossas conquistas e personalidade empresarial, onde falamos diversas línguas e compartilhamos as diferenças. Nossos colaboradores poderão visitar os escritórios e clientes em todo o mundo, terão acesso a ferramentas personalizadas, podendo escolher entre as melhores e mais novas tecnologias. Prezamos pelo investimento na aprendizagem contínua, apoiando o crescimento profissional e pessoal de cada um. Acesse nossa página de carreiras: https://juvo.com/careers/ Modelo de contratação : CLT Forma de Atuação : Remota durante a pandemia. Presencial pós-pandemia.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18325329/?origem_apply=busca-de-vagas&entrada_apply=direto;Poa - SP (1);Gosta de desafios? A Gerando Falcões está inaugurando uma nova posição de CIENTISTA DE DADOS. Se você está pronto para colocar a mão na massa, e fazer acontecer, então essa vaga é perfeita para você! Vem com a gente, vem ser Falcão! Ensino Superior Completo em: Ciência da Computação, Engenharia da Computação ou áreas relacionadas. Inglês: Básico. Domínio em linguagem SQL e Python. Domínio em banco de dados: SQL Server, Oracle, MySQL e NoSQL. Domínio em estatística. Domínio em visão sistêmica e de negócio. Domínio em ingestão, integração, processamento e armazenamento de dados. Conhecimento em machine learning e inteligência artificial.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18487849/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (3);Domínio de técnicas de aprendizado de máquina - Programação Para R ou Python: Fluência na sintaxe básica métodos e pacotes para leitura e escrita de dados fluência nos principais pacotes de machine learning, como: Python: sklearn e R: caret, mlr Habilidade em computação - Banco de Dados: Modelo de banco de dados relacional sintaxe de SQL álgebra relacional: Join, group by, order by chaves primárias, secundárias e estrangeiras Domínio avançado em técnicas de estatística: Estatística Básica Variáveis Aleatórias Contínuas e Discretas função densidade de probabilidade e distribuição acumulada propriedades de distribuições: médias, medianas, quartis, moda, variância, testes de hipótese principais distribuições: Normal, Bernoulli, Binomial, Uniforme, Poisson e Geométrica.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18249367/?origem_apply=busca-de-vagas&entrada_apply=direto;Rio de Janeiro - RJ (1);Mapear e priorizar Indicadores RH. Modelagem estatística. Desempenhar papel de liderança no time. Contribuir para tomada de decisão, baseada em dados gerando aumento de eficiência e produtividade via definição e monitoramento de KPIs, comparações com benchmarks internos e externos e indicação de ações/insights estratégicos de RH. Capacidade analítica Ensino Superior completo em Matemática, Estatística, Engenharia ou áreas correlatas. Experiência em Análise e Modelagem Estatística e People Analytics. Conhecimento em Python e Azure.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18488048/?origem_apply=busca-de-vagas&entrada_apply=direto;Campinas - SP (1);Desenvolver análises diagnósticas e testes de hipótese, utilizando grandes volumes de dados para identificar oportunidades junto às áreas de negócio e atender as necessidades dos stakeholders Coletar, limpar, armazenar, organizar, integrar dados e contribuir na criação de pipelines de dados com nosso time de engenheiros Criar modelos de dados inteligentes utilizando Machine Learning (ML), Inteligência Artificial (AI) e outros métodos de modelagem de dado para auxiliar nossos clientes internos e externos em suas tomadas de decisões de negócios Realizar análises exploratórias, modelagem preditiva, aplicar aprendizado de máquina, realizar simulações e visualização interativa de dados, garantindo a performance dos modelos e a entrega dos resultados esperados Ser evangelista em relação ao uso de dados, ferramentas de análise e modelos estatísticos existentes na empresa. Graduação completa em qualquer área de conhecimento Perfil fortemente analítico e raciocínio lógico Experiência em linguagem de programação voltada para Ciência de Dados (Python, R, SPSS ou SAS - Preferêncialmente Python) Domínio de SQL Conhecimento em análise descritiva e visualização de dados Conhecimento em algoritmos de machine learning e modelagem estatística para regressão, classificação e clusterização de dados.    Você terá destaque se:  Possuir pós graduação (especialização) na área de dados ou formação acadêmica como mestrado/doutorado Conhecer outros algoritmos em ML e AI como NLP, Visão Computacional, Redes Neurais Profundas, Algoritmos Genéticos, Aprendizado por Reforço Experiência com técnicas e algoritmos de Deep Learning com Tensorflow ou Pytorch Conhecimento em ambiente de Cloud Computing como AWS, GCP ou Azure Conhecimento no ciclo de desenvolvimento de software e modelos em produção (CI/CD, MLOps) Conhecimento em ferramentas como Git, Jenkins, Docker Conhecimento em ferramentas de BI (PowerBI, Tableau ou similares).   Soft Skills  Forte desejo de autodesenvolvimento e aprimoramento Abertura para feedback Adorar trabalhar em time Proatividade, sempre se importar e se comportar como o dono dos entregáveis.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18472556/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Ajudar a identificar oportunidades de alto valor que possam ser endereçadas com o uso de dados e machine learning. Liderar e participar da construção de produtos de dados com as diferentes áreas da empresa, visando a criação de valor para nossos clientes, parceiros e para o nosso negócio. Construir, validar, testar e implementar modelos de machine learning para produtos internos ou externos, garantindo melhores práticas de engenharia. Trabalhar em conjunto com times de tecnologia para a implementar e otimizar soluções e evoluir ambientes e ferramentas de dados. Gerar recomendações e insights com alto potencial de criação de valor para os times internos. Evangelizar a cultura data-driven na empresa. Experiência em Data Science. Experiência em linguagens de programação como Python, R e SQL. Experiência em resolver problemas de negócio com aplicação de advanced analytics, data science e métodos estatísticos, tais como regressões, séries temporais, redes neurais, clusterização, árvores de decisão e modelos heurísticos. Familiaridade em lidar com trade-offs entre desempenho de modelos e necessidades do negócio. Experiência com implementação de modelos. Alta capacidade analítica e de resolução de problemas. Visão estratégica e senso de negócio. Fortes habilidades de comunicação e apresentação, com um talento especial para explicar conceitos analíticos complexos para pessoas de outras áreas. Capacidade de trabalhar em times multifuncionais. Formação em áreas como Ciência da Computação, Engenharias, Matemática, Estatística e afins.  Idioma:  Inglês - Fluente
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18231974/?origem_apply=busca-de-vagas&entrada_apply=direto;Rio de Janeiro - RJ (1);Atuar com Banco de dados, modelo entidade- relacionamento e mapeamento lógico relacional. Conhecimento de modelo entidade-relacionamento e mapeamento lógico relacional. Experiência em processamento e otimização de consultas. Experiência em elaboração de documentação de banco de dados. Manipulação, tratamento e visualização de dados. Conhecimento em tratamento de dados: lidando com valores faltantes, normalização de dados, detecção e tratamento de outliers. Conhecimento de técnicas de visualização de dados. Experiência em softwares de BI. Microsoft Power BI , TIBCO Spotfire Desenvolvimento de software - Conhecimento de metodologias de desenvolvimento de software e metodologias ágeis. Experiência em desenvolvimento e testes de software. Experiência em elaboração de documentação de software Experiência e vivência em SAP. módulo PM Experiência e vivência em BI. Ensino Superior completo em área de informática ou correlata. Experiência comprovada nas atividades a serem executadas. Conhecimento e vivência nos sistemas, ferramentas e programas necessários ao desenvolvimento das atividades. Essencial experiência em desenvolvimento de software, bando de dados, SAP módulo PM e BI.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18453838/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (3);Implementação de soluções modernas de Analytics Data Lakes e Self-Service BI através da implementação das tecnologias Cloudera Hadoop Oracle Exadata Tableau Qlik OBIEE e Cognos. Experiência na gestão de equipes e projetos de grande porte de Data Warehouse Business Intelligence e Advanced Analytics. Experiência nos segmentos de telecomunicações, financeiro, seguros e serviços Tem foco no resultado, excelente relacionamento interpessoal, forte resiliência e foco do cliente. Experiência em métricas de gestão de performance Gestão de Pessoas Gestão de negócios Banco de Dados e Ferramentas de BI e BA.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18459751/?origem_apply=busca-de-vagas&entrada_apply=direto;Campo Largo - PR (1);Extração diária de dados do G.A., Google Ads e Facebook Ads de forma sintetizada para novas tomadas de decisões  Revisão e mensuração das atuais conversões implementadas nos ADS, de modo a evidenciar a realidade de cada negócio  Criação de URL?s parametrizadas para análise dos dados  Criação de projeções de resultados baseados em dados (Data Science)  Suporte às campanhas de Google Shopping, subindo feeds e controlando possíveis erros dentro do Google Merchant Center  Criação de Landing Pages (Front e Back End), tornando a LP amigável junto às políticas de boas práticas de Google e Facebook, bem como, considerando o SEO da página  Relatórios automatizados no Data Studio e apresentação dos resultados semanais na ferramenta  Acompanhamento das Tags e Pixels das campanhas, sugerindo mudança de rotas  Buscar reduzir as taxas de quebras nas réguas de automação e demais campanhas de Leads ativas  Criação de novos públicos com base em dados já fornecidos nas ferramentas de Ads Análise de Sistemas, T.I., Programação e correlatas  Conhecimentos Necessários: Implementação de tags, Google Tag Manager, Google Search Console, Extração e criação de relatórios otimizados para geração de Leads e implementações de Pixel  Diferencial: Front e Back End, Google Analytics, Google Ads, Google Merchant Center, DataStudio, Facebook Ads, Noções de SEO e Réguas de automação (Inbound Marketing)
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18428360/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Apoiar na implementação da área de análise de dados Validar modelos estatísticos atuais e desenvolver novos Responsável por resolver problemas de negócios usando técnicas orientadas por dados Trabalhar com uma variedade de linguagens de programação, incluindo Python e R Imprescindível que entenda de conceitos e tenha na prática atuado com construção de modelos estatísticos, regressão linear, regressão múltipla, álgebra linear e clustering Conhecimentos práticos para coletar e estruturar tecnicamente os dados, consiga tirar informações dos dados e usá-los para inovar e resolver problemas de negócios Atuação de forma comunicativa com diferentes públicos-alvo: negócios, tecnologia, diretoria e com engenheiro de dados, expondo suas necessidades, apresentando seus projetos, argumentando suas ideias e explorando novas oportunidades com as demais áreas de negócio, a fim de agregar valor à empresa. Formação Acadêmica: Ensino superior completo em Ciências da Computação, Engenharia, Física, Estatística, Matemática ou cursos correlatos. Conhecimentos básicos, o suficiente para interlocução com o time de TI em Machine learning, Deep learning, Arquitetura de dados, Arquitetura de - Soluções, Arquitetura de Sistemas Distribuídos, Azure - Databricks, DataFactory e Synapse, Banco de dados SQL, PostgreSQL, TimescaleDB@PostgreSQL, MongoDB e tecnologia de visualização PowerBI. Habilidade de linguagens de programação como Python e R. Atuar em projetos com metodologia ágil Utilização de ferramentas de gestão de projetos (Jira, Trello etc.).  Idioma:  Inglês - Intermediário
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18429491/?origem_apply=busca-de-vagas&entrada_apply=direto;Rio de Janeiro - RJ (3);Estamos contratando Cientista de Dados para a execução de projetos de transformação digital, desenvolvendo ferramentas inovadoras para entregar a melhor experiência para os usuários da plataforma de uma grande empresa.    Entendemos que para essa evolução, é necessário o conhecimento nas tecnologias:  ?	Tableau / Power Bi  ?	Metodologia Ágil      Se você tem conhecimento ou experiência com ferramenta de ETL será uma grande diferencial para a oportunidade e com toda certeza não hesitaremos em te contratar!    O Banco de dados principal é o SQL.    Essa transformação envolve diversas áreas, por isso é um projeto com prazo indeterminado na qual você fara parte da equipe desde o início para que possamos ter o melhor resultado e uma equipe de longa experiência para evolução das plataformas em uma grande empresa de telecomunicação.    Atuação 100% remota.  Tem interesse?  Candidate-se a nossa vaga que teremos o grande prazer de dividir essa experiência com você.    ?Grandes coisas em termos de negócios nunca são feitas por uma pessoa. São feitas por uma equipe de pessoas?  Idioma:  Inglês - Intermediário
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18413931/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (2);Atuar com desenvolvimento de modelos de ML/ Modelagem Preditiva, criação de dashboards usando Tableau, Power BI ou ferramentas similares. Implementação em ambiente cloud (Azure, AWS, etc). Desenvolvimento de algoritmos para aplicação em larga escala, Deep Learning, computação distribuída, Hadoop, Map reduce. Mestrado/PHD em Computação, Matemática, Física, Engenharia, estatística etc. Sólidos conhecimentos em Python ou R. Capacidade de comunicação e apresentação verbal e escrita, capacidade de transmitir conceitos matemáticos a não-peritos. Experiência comprovada em Mining e Big Data (Extração de dados, experiência em SQL Server e automatizações.
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18173924/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Nós gostamos de inovar com IA, Microserviços e APIs, transformando empresas e criando produtos fantásticos!  Entrando aqui no time da SeedTS você terá a oportunidade de atuar em diferentes indústrias: finanças, retail, saúde, com tecnologias de vanguarda e dentro de nossas especialidades.     Suas atividades diárias serão:    Atuar dentro de projetos com time?multidisciplinar, Programar, desenvolver, implementar apps de ML, Entender ou ter noções de todo o ciclo do desenvolvimento de um sistema, Promover inovação nos processos do dia a dia, Compartilhar conhecimentos.     . *Profissionais cursando ou com formação na área de TI   *Experiência na linguagem de programação Python, Scala e Spark SQL   *Contato com banco de dados (SQL, Oracle, Postegre ou MongoDB)   *Vivência em projetos com metodologia ágil   *Utilizar ferramentas de gestão de projetos (Jira, Trello, etc)   *Conhecimento. em computação em nuvem (SaaS, IaaS, PaaS), especificamente:   *Azure ExpressRoute / Azure VPN    *Event Hubs    *Stream Analytics    *Azure Data Lake Gen1    *Data Factory    *Databricks    *Azure SQL Data Warehouse    *Azure SQL DB    *Azure Analysis Services    *Azure Machine Learning Studio    *Azure Cognitive Services
Cientista de Dados;https://www.catho.com.br/vagas/cientista-de-dados/18008528/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Profissional  da área de Dados, com experiência em transformar dados em tecnologia. Atuará com análise de dados gerando insights para as áreas de negócio.  Atuação na região Central de São Paulo. ( Home Office - 3 dias da semana) Experiência em desenvolvimento de modelos, levantamento e definição das regras de negócios, analise exploratória, métricas de avaliação, Interpretabilidade, apresentação dos resultados.    Habilidade de atuação em times ágeis
Especialista Cientista de Dados;https://www.catho.com.br/vagas/especialista-cientista-de-dados/18607582/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);Somos um time de alta performance e totalmente focado em colocar a conquista do imóvel próprio ao alcance dos brasileiros. Sabemos que essa é uma realização inimaginável para boa parte da população. E acreditamos que levar moradia digna a esses brasileiros tem um forte impacto social no país. Por isso, industrialização, inovação e tecnologia são as nossas principais apostas para que cada vez mais pessoas conquistem sua casa própria, e tenham mais dignidade, infraestrutura e qualidade de vida. Nossa cultura é baseada na simplicidade, otimismo e buscamos sempre o crescimento da companhia e dos nossos profissionais. Afinal, são as nossas pessoas que fazem tudo acontecer. #VemPraTenda O seu desafio: Como Especialista Cientista de dados você será protagonista de uma jornada de transformação dos nossos processos de modelagem de dados, ajudando a empresa cada vez mais a construir uma cultura data driven. Somos uma equipe em construção, então o aprendizado será constante e você terá caminho livre para criar e ser desafiado. Principais Responsabilidades: Criação de modelos estatísticos/preditivos para suportar decisões estratégicas baseada em dados. Elaborar estudos e análises relacionadas ao negócio, e compartilhá- los com o time e stakeholders. Manipular dados para ETL. Testes de hipóteses. Buscar inovações. Requisitos: Superior completo preferencialmente em Estatística, Matemática Engenharia ou Ciências da Computação. Mandatório ter vivência com Python, SQL e Power BI. Ter conhecimento de ferramentas de inteligência artificial, machine learning e deep learning. Imprescindível ter experiência prévia em manipulação e análise de dados em grande escala. Vivência em metodologias ágeis, usando frameworks como Scrum e Kanban. Soft Skills: Curiosidade. Determinação. Visão de negócio. Boa comunicação. Bom relacionamento interpessoal.
Consultor Cientista de dados;https://www.catho.com.br/vagas/consultor-cientista-de-dados/18618651/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (5);Requisitos necessários    Domínio nas ferramentas e soluções como Python, R, Matlab ou Scala básico e machine learning  Noções de visualizações de dados  Suporte de modelos já implementados  Amplo conhecimento de Python ou R  Manipulação e sistemas de armazenamento de dados: SQL, Spark  Domínio em machine learning e visualizações de dados  Experiência em Big Data e domínio em Cloud: AWS, Azure ou Google Cloud  Conhecimento avançado de Python ou R Conhecimento de dados não estruturados: Spark, Neo4j, MongoDB ou Cassandra  Conhecimento de ferramentas escaláveis de processamento de dados: Scala, Spark ou Hive  Noções de Docker Conhecimento em criação de API?s: Flask, Plumber ou Akka Http  Liderança do projeto junto as áreas de negócios e TI.    Formação Acadêmica    Superior Completo em Exatas ou áreas correlatadas.    Benefícios  Vale Refeição, Vale Transporte, Assistência Médica, Assistência Odontológica, Seguro de Vida. Desconto com Parceiros (Faculdades, cursos de idiomas, academia e incentivo para certificação e treinamentos).
Cientista de Dados / Estatístico;https://www.catho.com.br/vagas/cientista-de-dados-estatistico/18609072/?origem_apply=busca-de-vagas&entrada_apply=direto;Belo Horizonte - MG (1);Atividades relacionadas a ciência de dados e data analytics. Experiência na área de BI / Big Data, modelagem de dados, construção de pipelines usando sistemas distribuídos, como Hadoop e/ou Spark Conhecimento Programação em linguagens como: Python, R, Scala ou Java Experiência na utilização dos conceitos de classificação e previsão de dados para construção de modelos de machine learning. Sólida base de conhecimentos em matemática Conhecimento sólido em modelos estatísticos utilizados na ciência de dados.
Cientista de Dados - Semântica/Ontologia;https://www.catho.com.br/vagas/cientista-de-dados-semantica-ontologia/18601728/?origem_apply=busca-de-vagas&entrada_apply=direto;Brasilia - DF (1);Leitura de Máquina  Extração de Informações  Extração de Entidades  Modelo Acústico e de Linguagem  Modelos de Linguagem  Sumarização automática  Fundamentos de NLP  Transformação e preparação de linguagens naturais.  Agentes Baseados em Conhecimento.  Lógica Proposicional Conectivos Lógicos.  Modelos Proposicionais Eficientes. Inferência Proposicional.  Encadeamento Planejamento Clássico.  Algoritmos de Planejamento rep Tempo.  Escalonamento e Recursos.  Planejamento Multiagente.  Ferramentas e APIs especialistas em agentes lógicos.  Agentes de raciocínio do conhecimento Thesaurus.  Engenharia Ontológica.  Ontologia.  Extração de Ontologias.  Análise Sintática.  Análise Semântica Categorias e Objetos.  Eventos de raciocínio do conhecimento.  Linguagens para representação de ontologias (RDF, RDF-S , OWL).  Ferramentas para desenvolvimento de aplicações semânticas 6 Plataformas para publicação de ontologias.  Frameworks para manipulação de Ontologias (Sesame, Jena, outros)  Ferramentas para raciocínio de ontologias Outras Ferramentas e APIs especialistas e em representação e raciocínio sobre o conhecimento. Conhecimento e raciocínio (KR, KR², KR & R) é o campo da inteligência artificial (IA) dedicada a representar informações sobre o mundo de uma forma que um sistema de computador pode utilizar para resolver tarefas complexas como diagnosticar uma condição médica ou ter um diálogo em uma linguagem natural. A representação do conhecimento incorpora descobertas da psicologia sobre como os seres humanos resolvem problemas e representam o conhecimento a fim de projetar formalismos que tornem sistemas complexos mais fáceis de projetar e construir.  Raciocínio do conhecimento também incorporam descobertas da lógica para automatizar vários tipos de raciocínio, como a aplicação de regras ou as relações de conjuntos e subconjuntos.  Exemplos de formalismos de representação de conhecimento incluem redes semânticas, arquitetura de sistemas, quadros, regras e ontologias.  Exemplos de mecanismos de raciocínio automatizado incluem mecanismos de inferência, provadores de teoremas e classificadores. Banco de dados noSQL (principalmente de grafos) e relacional, desenvolvimento em container, soluções de indexação e busca linguagem funcional, Linguagem OWL, Linguagem Wolfram,Linguagem LISP, java, python ou scala é recomendável.
Cientista de Dados Pleno;https://www.catho.com.br/vagas/cientista-de-dados-pleno/18581923/?origem_apply=busca-de-vagas&entrada_apply=direto;Porto Alegre - RS (1);Executar e definir a modelagem e extração de dados, confeccionar  relatórios em Power BI utilizando linguagens de programação e víes estatístico, levantar requisitos de modelagem e garantir a disponibilidade de recursos de tecnologia, assim como, manter a documentação atualizada, visando a compilação de dados para tomada de decisão. Conhecimentos: Linguagem de programação (R - Python) Plataformas e metodologias de desenvolvimento de sistemas Sistemas gerenciadores de banco (T-SQL) Processos de Engenharia de Software Power Data Platform.
Cientista de Dados Sênior;https://www.catho.com.br/vagas/cientista-de-dados-senior/18568092/?origem_apply=busca-de-vagas&entrada_apply=direto;São Paulo - SP (1);SOBRE A CUIDAS: Na Cuidas estamos revolucionando o acesso à saúde no Brasil. Oferecemos um cuidado eficiente e personalizado conectando médicos e enfermeiros de família a empresas que se preocupam com a saúde de seus colaboradores, facilitando o acesso destes a cuidados de atenção primária à saúde. Por meio do aplicativo da Cuidas, nossos usuários têm acesso à sua Equipe de Saúde durante o horário comercial e podem agendar consultas sempre que precisarem. Além de oferecer atendimentos virtuais por chat ou videoconferência, a Cuidas também oferece o serviço de atendimento ambulatorial presencial, seja no local de trabalho do paciente ou em pontos de atendimento parceiros.Nossa missão é dar acesso a uma saúde de qualidade a todas as pessoas, de forma personalizada e eficaz. Prezamos pelo cuidado próximo e focado na experiência do usuário, incentivando a criação de vínculos com o profissional de saúde e a pessoa atendida. SOBRE A VAGA: Como Cientista de Dados Sênior, você será responsável por construir produtos de dados ? afim de melhorar a saúde das pessoas. QUAIS SÃO OS DESAFIOS E RESPONSABILIDADES DA POSIÇÃO? Compreender profundamente o negócio e identificar oportunidades para gerar valor com dados e tomada de decisões Desenvolver e colocar em produção modelos preditivos e de otimização, assim como estruturar a avaliação e monitoração contínua das métricas de performance Contribuir para escalar nosso cuidado de forma personalizada para milhares de vidas Ser responsável por garantir boas práticas e propagar a cultura data-driven na empresa e Participar ativamente na concepção, planejamento e arquitetura dos serviços e MVPs que farão uso dos modelos e algoritmos em produção. PRÉ-REQUISITOS: Experiência como Cientista de Dados Capacidade de compreender, formular e modelar problemas de negócio, conectando os desafios das equipes com técnicas de ciência de dados Experiência com metodologias aplicadas em problemas reais: data cleaning, exploratory data analysis, model selection, cross-validation Proficiente em linguagens de programação com suporte a statistical learning (Python, R, etc.) e manipulação de dados relacionais (Pandas, SQL, Spark) Experiência projetando experimentos e conhecimento sólido de estatística, otimização, modelagem preditiva, etc. Excelente capacidade de interação com uma equipe multifuncional e multidisciplinar e Perfil curioso e mão na massa. SERÁ CONSIDERADO UM DIFERENCIAL: Experiência trabalhando em startups de rápido crescimento. Experiência no mercado de saúde. Experiência com AWS.
